ID;;;;;;TITRE;FLAG;;;;;
11;Agents+Secrets;images/Synopsis/Agents+Secrets_Synopsis.txt;2004;;TFM Distribution;Agents Secrets;YES;;images/IMAGESJPEG_600_800/Agents+Secrets.jpg;images/IMAGESPNG_100_100/Agents+Secrets.png;31 mars 2004 (1h49min);Frederic Schoendoerffer
12;A+Good+Year;images/Synopsis/A+Good+Year_Synopsis.txt;2006;35 000 000 USD;Twentieth Century Fox France;A Good Year;YES;;images/IMAGESJPEG_600_800/A+Good+Year.jpg;images/IMAGESPNG_100_100/A+Good+Year.png; 3 janvier 2007 (1h58min);Ridley Scott
14;A+la+recherche+du+bonheur;images/Synopsis/A+la+recherche+du+bonheur_Synopsis.txt;2006;55 000 000 USD;Gaumont Columbia Tristar Films;A la recherche du bonheur;YES;5 prix et 6 nominations;images/IMAGESJPEG_600_800/A+la+recherche+du+bonheur.jpg;images/IMAGESPNG_100_100/A+la+recherche+du+bonheur.png;31 janvier 2007 (1h58min);Gabriele Muccino
15;Ali+G+Indahouse;images/Synopsis/Ali+G+Indahouse_Synopsis.txt;2002;-;Mars Distribution;Ali G Indahouse;YES;;images/IMAGESJPEG_600_800/Ali+G+Indahouse.jpg;images/IMAGESPNG_100_100/Ali+G+Indahouse.png;25 decembre 2002 (1h25min);Mark Mylod
16;All+About+Steve;images/Synopsis/All+About+Steve_Synopsis.txt;2009;-;Twentieth Century Fox France;All About Steve;YES;2 prix et 3 nominations;images/IMAGESJPEG_600_800/All+About+Steve.jpg;images/IMAGESPNG_100_100/All+About+Steve.png; 24 mars 2010 (1h39min);Phil Traill
17;American+Girls;images/Synopsis/American+Girls_Synopsis.txt;2013;;-;American Girls;YES;;images/IMAGESJPEG_600_800/American+Girls.jpg;images/IMAGESPNG_100_100/American+Girls.png;prochainement;James Woods
18;Apocalypse+Now;images/Synopsis/Apocalypse+Now_Synopsis.txt;1979;31 500 000 USD;-;Apocalypse Now;#N/A;7 prix et 13 nominations;images/IMAGESJPEG_600_800/Apocalypse+Now.jpg;images/IMAGESPNG_100_100/Apocalypse+Now.png;26 septembre 1979 (3h22min);Francis Ford Coppola
19;Arsene+Lupin;images/Synopsis/Arsene+Lupin_Synopsis.txt;2004;21 610 000 EUR;SND;Arsene Lupin;YES;1 nomination;images/IMAGESJPEG_600_800/Arsene+Lupin.jpg;images/IMAGESPNG_100_100/Arsene+Lupin.png; 13 octobre 2004 (2h10min);Jean-Paul Salome
20;Arthur+3+La+Guerre+Des+Deux+Mondes;images/Synopsis/Arthur+3+La+Guerre+Des+Deux+Mondes_Synopsis.txt;2010;65 000 000 EUR;EuropaCorp Distribution;Arthur 3 La Guerre Des Deux Mondes;YES;1 nomination;images/IMAGESJPEG_600_800/Arthur+3+La+Guerre+Des+Deux+Mondes.jpg;images/IMAGESPNG_100_100/Arthur+3+La+Guerre+Des+Deux+Mondes.png;13 octobre 2010 (1h40min);Luc Besson
21;August+Rush;images/Synopsis/August+Rush_Synopsis.txt;2007;25 000 000 USD;EuropaCorp Distribution;August Rush;#N/A;1 prix et 4 nominations;images/IMAGESJPEG_600_800/August+Rush.jpg;images/IMAGESPNG_100_100/August+Rush.png; 19 mars 2008 (1h53min);Kirsten Sheridan
22;Australia;images/Synopsis/Australia_Synopsis.txt;2008;130 000 000 USD;Twentieth Century Fox France;Australia;YES;1 prix et 1 nomination;images/IMAGESJPEG_600_800/Australia.jpg;images/IMAGESPNG_100_100/Australia.png;24 decembre 2008 (2h35min);Baz Luhrmann
23;Awake;images/Synopsis/Awake_Synopsis.txt;2008;-;-;Awake;#N/A;1 nomination;images/IMAGESJPEG_600_800/Awake.jpg;images/IMAGESPNG_100_100/Awake.png;1 janvier 2012 - en DVD (1h24min);Joby Harold
24;Away+We+Go;images/Synopsis/Away+We+Go_Synopsis.txt;2009;;Mars Distribution;Away We Go;YES;;images/IMAGESJPEG_600_800/Away+We+Go.jpg;images/IMAGESPNG_100_100/Away+We+Go.png; 4 novembre 2009 (1h38min);Sam Mendes
25;Barbershop;images/Synopsis/Barbershop_Synopsis.txt;2002;;UFD;Barbershop;YES;;images/IMAGESJPEG_600_800/Barbershop.jpg;images/IMAGESPNG_100_100/Barbershop.png;4 juin 2003 (1h42min);Tim Story
26;Bigard+Mon+Psy+Va+Mieux;images/Synopsis/Bigard+Mon+Psy+Va+Mieux_Synopsis.txt;2012;;Mars Distribution;Bigard Mon Psy Va Mieux;YES;;images/IMAGESJPEG_600_800/Bigard+Mon+Psy+Va+Mieux.jpg;images/IMAGESPNG_100_100/Bigard+Mon+Psy+Va+Mieux.png;2 octobre 2013 (1h32min);Alexandre Coffre
27;Big+Fish;images/Synopsis/Big+Fish_Synopsis.txt;2003;70 000 000 USD;Columbia TriStar Films;Big Fish;#N/A;11 nominations;images/IMAGESJPEG_600_800/Big+Fish.jpg;images/IMAGESPNG_100_100/Big+Fish.png;3 mars 2004 (2h5min);Tim Burton
28;Big+Mommas+House;images/Synopsis/Big+Mommas+House_Synopsis.txt;2005;US$ 40 000 000;Twentieth Century Fox France;Big Mommas House;#N/A;1 nomination;images/IMAGESJPEG_600_800/Big+Mommas+House.jpg;images/IMAGESPNG_100_100/Big+Mommas+House.png;22 mars 2006 (1h40min);John Whitesell
29;Blood+Diamond;images/Synopsis/Blood+Diamond_Synopsis.txt;2006;100 000 000 USD;Warner Bros. France;Blood Diamond;YES;2 prix et 7 nominations;images/IMAGESJPEG_600_800/Blood+Diamond.jpg;images/IMAGESPNG_100_100/Blood+Diamond.png; 31 janvier 2007 (2h22min);Edward Zwick
30;Born+To+Fight;images/Synopsis/Born+To+Fight_Synopsis.txt;2004;;Mars Distribution;Born To Fight;YES;;images/IMAGESJPEG_600_800/Born+To+Fight.jpg;images/IMAGESPNG_100_100/Born+To+Fight.png;10 aout 2005 (1h32min);Panna Rittikrai
31;Braqueurs+Amateurs;images/Synopsis/Braqueurs+Amateurs_Synopsis.txt;2004;100 000 000 USD;Gaumont Columbia Tristar Films;Braqueurs Amateurs;YES;;images/IMAGESJPEG_600_800/Braqueurs+Amateurs.jpg;images/IMAGESPNG_100_100/Braqueurs+Amateurs.png;22 fevrier 2006 (1h30min);Dean Parisot
32;Braveheart;images/Synopsis/Braveheart_Synopsis.txt;1995;72 000 000 USD;UFD;Braveheart;#N/A;9 prix et 10 nominations;images/IMAGESJPEG_600_800/Braveheart.jpg;images/IMAGESPNG_100_100/Braveheart.png;4 octobre 1995 (2h45min);Mel Gibson
33;Bruce+Tout+Puissant;images/Synopsis/Bruce+Tout+Puissant_Synopsis.txt;2003;81 000 000 USD;-;Bruce Tout Puissant;YES;1 nomination;images/IMAGESJPEG_600_800/Bruce+Tout+Puissant.jpg;images/IMAGESPNG_100_100/Bruce+Tout+Puissant.png;3 septembre 2003 (1h41min);Tom Shadyac
34;Burlesque;images/Synopsis/Burlesque_Synopsis.txt;2010;55 000 000 USD;Sony Pictures Releasing France;Burlesque;YES;1 prix et 3 nominations;images/IMAGESJPEG_600_800/Burlesque.jpg;images/IMAGESPNG_100_100/Burlesque.png;22 decembre 2010 (1h40min);Steven Antin
35;Burn+After+Reading;images/Synopsis/Burn+After+Reading_Synopsis.txt;2008;37 000 000 USD;StudioCanal;Burn After Reading;YES;6 nominations;images/IMAGESJPEG_600_800/Burn+After+Reading.jpg;images/IMAGESPNG_100_100/Burn+After+Reading.png;10 decembre 2008 (1h35min);Joel Coen
36;Camping+2;images/Synopsis/Camping+2_Synopsis.txt;2009;23 070 000 EUR;Pathe Distribution;Camping 2;YES;1 prix et 3 nominations;images/IMAGESJPEG_600_800/Camping+2.jpg;images/IMAGESPNG_100_100/Camping+2.png;21 avril 2010 (1h39min);Fabien Onteniente
37;Canadian+Pie+;images/Synopsis/Canadian+Pie+_Synopsis.txt;2004;-;-;Canadian Pie ;#N/A;;images/IMAGESJPEG_600_800/Canadian+Pie+.jpg;images/IMAGESPNG_100_100/Canadian+Pie+.png; 1 juillet 2008 - en DVD (1h33min);Mark Griffiths
38;Capitalism+A+Love+Story;images/Synopsis/Capitalism+A+Love+Story_Synopsis.txt;2009;-;Paramount Pictures France;Capitalism A Love Story;YES;4 nominations;images/IMAGESJPEG_600_800/Capitalism+A+Love+Story.jpg;images/IMAGESPNG_100_100/Capitalism+A+Love+Story.png;25 novembre 2009 (2h6min);Michael Moore
39;Case+Depart;images/Synopsis/Case+Depart_Synopsis.txt;2010;-;Mars Distribution;Case Depart;YES;1 prix et 1 nomination;images/IMAGESJPEG_600_800/Case+Depart.jpg;images/IMAGESPNG_100_100/Case+Depart.png;6 juillet 2011 (1h34min);Thomas Ngijol
40;Cashback;images/Synopsis/Cashback_Synopsis.txt;2006;-;Gaumont Columbia Tristar Films;Cashback;#N/A;2 nominations;images/IMAGESJPEG_600_800/Cashback.jpg;images/IMAGESPNG_100_100/Cashback.png;17 janvier 2007 (1h34min);Sean Ellis
41;Casino+Royale;images/Synopsis/Casino+Royale_Synopsis.txt;2006;72 000 000 USD;Gaumont Columbia Tristar Films;Casino Royale;#N/A;2 prix et 13 nominations;images/IMAGESJPEG_600_800/Casino+Royale.jpg;images/IMAGESPNG_100_100/Casino+Royale.png;22 novembre 2006 (2h18min);Martin Campbell
42;Centurion;images/Synopsis/Centurion_Synopsis.txt;2010;;Pathe Distribution;Centurion;YES;;images/IMAGESJPEG_600_800/Centurion.jpg;images/IMAGESPNG_100_100/Centurion.png;7 juillet 2010 (1h37min);Neil Marshall
43;Ce+que+veulent+les+femmes;images/Synopsis/Ce+que+veulent+les+femmes_Synopsis.txt;2000;65 000 000 USD;Bac Films;Ce que veulent les femmes;YES;1 nomination;images/IMAGESJPEG_600_800/Ce+que+veulent+les+femmes.jpg;images/IMAGESPNG_100_100/Ce+que+veulent+les+femmes.png;14 fevrier 2001 (2h6min);Nancy Meyers
44;Ce+Soir+Je+Dors+Chez+Toi;images/Synopsis/Ce+Soir+Je+Dors+Chez+Toi_Synopsis.txt;2007;-;StudioCanal;Ce Soir Je Dors Chez Toi;YES;5 prix et 3 nominations;images/IMAGESJPEG_600_800/Ce+Soir+Je+Dors+Chez+Toi.jpg;images/IMAGESPNG_100_100/Ce+Soir+Je+Dors+Chez+Toi.png;21 novembre 2007 (1h24min);Olivier Baroux
45;Chaos;images/Synopsis/Chaos_Synopsis.txt;2005;;TFM Distribution;Chaos;YES;;images/IMAGESJPEG_600_800/Chaos.jpg;images/IMAGESPNG_100_100/Chaos.png;18 janvier 2006 (1h40min);Tony Giglio
46;Coco+Avant+Chanel;images/Synopsis/Coco+Avant+Chanel_Synopsis.txt;2008;19 430 000 EUR;Warner Bros. France;Coco Avant Chanel;YES;1 prix et 15 nominations;images/IMAGESJPEG_600_800/Coco+Avant+Chanel.jpg;images/IMAGESPNG_100_100/Coco+Avant+Chanel.png; 22 avril 2009 (1h50min);Anne Fontaine
47;College+Road+Trip;images/Synopsis/College+Road+Trip_Synopsis.txt;2008;-;-;College Road Trip;YES;1 nomination;images/IMAGESJPEG_600_800/College+Road+Trip.jpg;images/IMAGESPNG_100_100/College+Road+Trip.png;6 mai 2009 - en DVD (1h20min);Roger Kumble
48;Constantine;images/Synopsis/Constantine_Synopsis.txt;2005;100 000 000 USD;Warner Bros. France;Constantine;YES;2 nominations;images/IMAGESJPEG_600_800/Constantine.jpg;images/IMAGESPNG_100_100/Constantine.png;16 fevrier 2005 (2h1min);Francis Lawrence
49;Crazy+stupid+love;images/Synopsis/Crazy+stupid+love_Synopsis.txt;2011;50 000 000 USD;Warner Bros. France;Crazy stupid love;YES;3 nominations;images/IMAGESJPEG_600_800/Crazy+stupid+love.jpg;images/IMAGESPNG_100_100/Crazy+stupid+love.png;14 septembre 2011 (1h58min);John Requa
50;Cube+2+hypercube;images/Synopsis/Cube+2+hypercube_Synopsis.txt;2002;;Metropolitan FilmExport;Cube 2 hypercube;YES;;images/IMAGESJPEG_600_800/Cube+2+hypercube.jpg;images/IMAGESPNG_100_100/Cube+2+hypercube.png;18 juin 2003 (1h35min);Andrzej Sekula
51;Dahlia+Noir;images/Synopsis/Dahlia+Noir_Synopsis.txt;2006;50 000 000 USD;Metropolitan FilmExport;Dahlia Noir;YES;1 prix et 6 nominations;images/IMAGESJPEG_600_800/Dahlia+Noir.jpg;images/IMAGESPNG_100_100/Dahlia+Noir.png; 8 novembre 2006 (2h0min);Brian De Palma
52;Dans+la+peau+de+Jacques+Chirac;images/Synopsis/Dans+la+peau+de+Jacques+Chirac_Synopsis.txt;2005;-;Rezo Films;Dans la peau de Jacques Chirac;YES;1 prix et 1 nomination;images/IMAGESJPEG_600_800/Dans+la+peau+de+Jacques+Chirac.jpg;images/IMAGESPNG_100_100/Dans+la+peau+de+Jacques+Chirac.png;31 mai 2006 (1h30min);Michel Royer
53;DarkCity;images/Synopsis/DarkCity_Synopsis.txt;1998;;-;DarkCity;YES;;images/IMAGESJPEG_600_800/DarkCity.jpg;images/IMAGESPNG_100_100/DarkCity.png;20 mai 1998 (1h35min);Alex Proyas
54;Da+Vinci+Code;images/Synopsis/Da+Vinci+Code_Synopsis.txt;2006;125 000 000 USD;Gaumont Columbia Tristar Films;Da Vinci Code;YES;1 prix et 5 nominations;images/IMAGESJPEG_600_800/Da+Vinci+Code.jpg;images/IMAGESPNG_100_100/Da+Vinci+Code.png;17 mai 2006 (2h32min);Ron Howard
55;Dinner+for+Schmucks;images/Synopsis/Dinner+for+Schmucks_Synopsis.txt;2010;-;Paramount Pictures France;Dinner for Schmucks;YES;;images/IMAGESJPEG_600_800/Dinner+for+Schmucks.jpg;images/IMAGESPNG_100_100/Dinner+for+Schmucks.png;10 novembre 2010 (1h44min);Jay Roach
56;DIRTY+LOVE;images/Synopsis/DIRTY+LOVE_Synopsis.txt;2005;-;-;DIRTY LOVE;YES;4 prix et 2 nominations;images/IMAGESJPEG_600_800/DIRTY+LOVE.jpg;images/IMAGESPNG_100_100/DIRTY+LOVE.png;1 janvier 2012 - en DVD (1h35min);John Mallory Asher
57;Dirty+Pretty+Things;images/Synopsis/Dirty+Pretty+Things_Synopsis.txt;2002;10000000 USD;TFM Distribution;Dirty Pretty Things;#N/A;2 nominations;images/IMAGESJPEG_600_800/Dirty+Pretty+Things.jpg;images/IMAGESPNG_100_100/Dirty+Pretty+Things.png;3 septembre 2003 (1h47min);Stephen Frears
58;District+9+;images/Synopsis/District+9+_Synopsis.txt;2009;30 000 000 USD;Metropolitan FilmExport;District 9 ;#N/A;12 nominations;images/IMAGESJPEG_600_800/District+9+.jpg;images/IMAGESPNG_100_100/District+9+.png;16 septembre 2009 (1h50min);Neill Blomkamp
59;dogma;images/Synopsis/dogma_Synopsis.txt;1999;;Bac Films;dogma;YES;;images/IMAGESJPEG_600_800/dogma.jpg;images/IMAGESPNG_100_100/dogma.png;19 janvier 2000 (2h10min);Kevin Smith
60;Donne-moi+ta+main;images/Synopsis/Donne-moi+ta+main_Synopsis.txt;2010;-;MC4 Distribution;Donne-moi ta main;YES;;images/IMAGESJPEG_600_800/Donne-moi+ta+main.jpg;images/IMAGESPNG_100_100/Donne-moi+ta+main.png;11 aout 2010 (1h35min);Anand Tucker
61;Duelist;images/Synopsis/Duelist_Synopsis.txt;2005;-;La Fabrique de Films;Duelist;YES;;images/IMAGESJPEG_600_800/Duelist.jpg;images/IMAGESPNG_100_100/Duelist.png;17 mai 2006 (1h50min);Lee Myung-Se
62;En+Bonne+Compagnie;images/Synopsis/En+Bonne+Compagnie_Synopsis.txt;2005;US$ 15 000 000;Pathe Distribution;En Bonne Compagnie;YES;;images/IMAGESJPEG_600_800/En+Bonne+Compagnie.jpg;images/IMAGESPNG_100_100/En+Bonne+Compagnie.png; 11 mai 2005 (1h49min);Paul Weitz
63;En+cloque+mode+d'emploi;images/Synopsis/En+cloque+mode+d'emploi_Synopsis.txt;2007;30 000 000 USD;Paramount Pictures France;En cloque mode d'emploi;#N/A;2 prix et 2 nominations;images/IMAGESJPEG_600_800/En+cloque+mode+d'emploi.jpg;images/IMAGESPNG_100_100/En+cloque+mode+d'emploi.png;10 octobre 2007 (2h10min);Judd Apatow
64;enferme+dehors;images/Synopsis/enferme+dehors_Synopsis.txt;2005;5 29 000 000 EUR;UGC;enferme dehors;#N/A;2 nominations;images/IMAGESJPEG_600_800/enferme+dehors.jpg;images/IMAGESPNG_100_100/enferme+dehors.png;5 avril 2006 (1h28min);Albert Dupontel
65;Equilibrium;images/Synopsis/Equilibrium_Synopsis.txt;2002;;TFM Distribution;Equilibrium;YES;;images/IMAGESJPEG_600_800/Equilibrium.jpg;images/IMAGESPNG_100_100/Equilibrium.png;9 juillet 2003 (1h47min);Kurt Wimmer
66;Eurotrip;images/Synopsis/Eurotrip_Synopsis.txt;2003;-;-;Eurotrip;YES;;images/IMAGESJPEG_600_800/Eurotrip.jpg;images/IMAGESPNG_100_100/Eurotrip.png; 1 aout 2006 - en DVD (1h30min);Jeff Schaffer
67;Everyone+Says+I+Love+You;images/Synopsis/Everyone+Says+I+Love+You_Synopsis.txt;1996;20 000 000 USD;-;Everyone Says I Love You;YES;2 nominations;images/IMAGESJPEG_600_800/Everyone+Says+I+Love+You.jpg;images/IMAGESPNG_100_100/Everyone+Says+I+Love+You.png;12 fevrier 1997 (1h41min);Woody Allen
68;Fast+and+Furious+5+Fast+Five;images/Synopsis/Fast+and+Furious+5+Fast+Five_Synopsis.txt;2011;US$ 125 000 000;Universal Pictures International France;Fast and Furious 5 Fast Five;#N/A;1 prix et 9 nominations;images/IMAGESJPEG_600_800/Fast+and+Furious+5+Fast+Five.jpg;images/IMAGESPNG_100_100/Fast+and+Furious+5+Fast+Five.png;4 mai 2011 (2h10min);Justin Lin
69;Fee+Malgre+Lui+-+2009;images/Synopsis/Fee+Malgre+Lui+-+2009_Synopsis.txt;2012;;Mars Distribution;Fee Malgre Lui - 2009;#N/A;;images/IMAGESJPEG_600_800/Fee+Malgre+Lui+-+2009.jpg;images/IMAGESPNG_100_100/Fee+Malgre+Lui+-+2009.png;2 octobre 2013 (1h32min);Alexandre Coffre
70;Fermats+Room;images/Synopsis/Fermats+Room_Synopsis.txt;2007;-;-;Fermats Room;YES;;images/IMAGESJPEG_600_800/Fermats+Room.jpg;images/IMAGESPNG_100_100/Fermats+Room.png;inconnue (1h28min);Luis Piedrahita, [8
71;Fight+Club+fr;images/Synopsis/Fight+Club+fr_Synopsis.txt;2012;;Mars Distribution;Fight Club fr;#N/A;;images/IMAGESJPEG_600_800/Fight+Club+fr.jpg;images/IMAGESPNG_100_100/Fight+Club+fr.png;2 octobre 2013 (1h32min);Alexandre Coffre
72;FIRST+SUNDAY;images/Synopsis/FIRST+SUNDAY_Synopsis.txt;2007;-;-;FIRST SUNDAY;YES;;images/IMAGESJPEG_600_800/FIRST+SUNDAY.jpg;images/IMAGESPNG_100_100/FIRST+SUNDAY.png;18 juin 2008 - en DVD (1h38min);David E. Talbert
73;Flags+Of+Our+Fathers;images/Synopsis/Flags+Of+Our+Fathers_Synopsis.txt;2006;80 000 000 USD;Warner Bros. France;Flags Of Our Fathers;#N/A;2 prix et 3 nominations;images/IMAGESJPEG_600_800/Flags+Of+Our+Fathers.jpg;images/IMAGESPNG_100_100/Flags+Of+Our+Fathers.png;25 octobre 2006 (2h12min);Clint Eastwood
74;Florence+Foresti+Fait+Des+Sketches+A+La+Cigale;images/Synopsis/Florence+Foresti+Fait+Des+Sketches+A+La+Cigale_Synopsis.txt;2012;;Mars Distribution;Florence Foresti Fait Des Sketches A La Cigale;#N/A;;images/IMAGESJPEG_600_800/Florence+Foresti+Fait+Des+Sketches+A+La+Cigale.jpg;images/IMAGESPNG_100_100/Florence+Foresti+Fait+Des+Sketches+A+La+Cigale.png;2 octobre 2013 (1h32min);Alexandre Coffre
75;florence+foresti+mother+fucker;images/Synopsis/florence+foresti+mother+fucker_Synopsis.txt;2012;;Mars Distribution;florence foresti mother fucker;YES;;images/IMAGESJPEG_600_800/florence+foresti+mother+fucker.jpg;images/IMAGESPNG_100_100/florence+foresti+mother+fucker.png;2 octobre 2013 (1h32min);Alexandre Coffre
76;Frangins+malgre+eux;images/Synopsis/Frangins+malgre+eux_Synopsis.txt;2008;-;Sony Pictures Releasing France;Frangins malgre eux;#N/A;;images/IMAGESJPEG_600_800/Frangins+malgre+eux.jpg;images/IMAGESPNG_100_100/Frangins+malgre+eux.png;19 novembre 2008 (1h38min);Adam McKay
77;Funerailles+D+Enfer+2011;images/Synopsis/Funerailles+D+Enfer+2011_Synopsis.txt;2012;;Mars Distribution;Funerailles D Enfer 2011;#N/A;;images/IMAGESJPEG_600_800/Funerailles+D+Enfer+2011.jpg;images/IMAGESPNG_100_100/Funerailles+D+Enfer+2011.png;2 octobre 2013 (1h32min);Alexandre Coffre
78;Funny+People;images/Synopsis/Funny+People_Synopsis.txt;2008;;Universal Pictures International France;Funny People;YES;;images/IMAGESJPEG_600_800/Funny+People.jpg;images/IMAGESPNG_100_100/Funny+People.png;7 octobre 2009 (2h20min);Judd Apatow
79;Gabriel+;images/Synopsis/Gabriel+_Synopsis.txt;2007;;-;Gabriel ;#N/A;;images/IMAGESJPEG_600_800/Gabriel+.jpg;images/IMAGESPNG_100_100/Gabriel+.png; inconnue (1h49min);Shane Abbess
80;Gad+Elmaleh+-+Papa+est+en+haut;images/Synopsis/Gad+Elmaleh+-+Papa+est+en+haut_Synopsis.txt;2012;;Mars Distribution;Gad Elmaleh - Papa est en haut;#N/A;;images/IMAGESJPEG_600_800/Gad+Elmaleh+-+Papa+est+en+haut.jpg;images/IMAGESPNG_100_100/Gad+Elmaleh+-+Papa+est+en+haut.png;2 octobre 2013 (1h32min);Alexandre Coffre
81;Gad+Elmaleh+Papa+Est+En+Haut;images/Synopsis/Gad+Elmaleh+Papa+Est+En+Haut_Synopsis.txt;2012;;Mars Distribution;Gad Elmaleh Papa Est En Haut;#N/A;;images/IMAGESJPEG_600_800/Gad+Elmaleh+Papa+Est+En+Haut.jpg;images/IMAGESPNG_100_100/Gad+Elmaleh+Papa+Est+En+Haut.png;2 octobre 2013 (1h32min);Alexandre Coffre
82;Ghost+Dog+The+Way+of+the+Samurai;images/Synopsis/Ghost+Dog+The+Way+of+the+Samurai_Synopsis.txt;1999;-;Bac Films;Ghost Dog The Way of the Samurai;#N/A;5 nominations;images/IMAGESJPEG_600_800/Ghost+Dog+The+Way+of+the+Samurai.jpg;images/IMAGESPNG_100_100/Ghost+Dog+The+Way+of+the+Samurai.png;6 octobre 1999 (1h56min);Jim Jarmusch
83;Girls+and+Sex;images/Synopsis/Girls+and+Sex_Synopsis.txt;2001;-;-;Girls and Sex;#N/A;;images/IMAGESJPEG_600_800/Girls+and+Sex.jpg;images/IMAGESPNG_100_100/Girls+and+Sex.png;13 mars 2012 - en DVD (1h30min);Dennis Gansel
84;Good+Night+And+Good+Luck;images/Synopsis/Good+Night+And+Good+Luck_Synopsis.txt;2005;7 500 000 USD;Metropolitan FilmExport;Good Night And Good Luck;#N/A;6 prix et 24 nominations;images/IMAGESJPEG_600_800/Good+Night+And+Good+Luck.jpg;images/IMAGESPNG_100_100/Good+Night+And+Good+Luck.png; 4 janvier 2006 (1h33min);George Clooney
85;Green+Zone;images/Synopsis/Green+Zone_Synopsis.txt;2010;100 000 000 USD;StudioCanal;Green Zone;YES;1 nomination;images/IMAGESJPEG_600_800/Green+Zone.jpg;images/IMAGESPNG_100_100/Green+Zone.png;14 avril 2010 (1h55min);Paul Greengrass
86;grownups+xvid-;images/Synopsis/grownups+xvid-_Synopsis.txt;2012;;Mars Distribution;grownups xvid-;#N/A;;images/IMAGESJPEG_600_800/grownups+xvid-.jpg;images/IMAGESPNG_100_100/grownups+xvid-.png;2 octobre 2013 (1h32min);Alexandre Coffre
87;Gullivers+Travels;images/Synopsis/Gullivers+Travels_Synopsis.txt;2010;112 000 000 USD;Twentieth Century Fox France;Gullivers Travels;#N/A;1 nomination;images/IMAGESJPEG_600_800/Gullivers+Travels.jpg;images/IMAGESPNG_100_100/Gullivers+Travels.png;23 fevrier 2011 (1h25min);Rob Letterman
88;H2g2+Le+Guide+Du+Voyageur+Galactique;images/Synopsis/H2g2+Le+Guide+Du+Voyageur+Galactique_Synopsis.txt;2005;50 000 000 USD;Buena Vista International;H2g2 Le Guide Du Voyageur Galactique;YES;;images/IMAGESJPEG_600_800/H2g2+Le+Guide+Du+Voyageur+Galactique.jpg;images/IMAGESPNG_100_100/H2g2+Le+Guide+Du+Voyageur+Galactique.png;17 aout 2005 (1h48min);Garth Jennings
89;Hante+par+ses+ex;images/Synopsis/Hante+par+ses+ex_Synopsis.txt;2009;-;Metropolitan FilmExport;Hante par ses ex;#N/A;;images/IMAGESJPEG_600_800/Hante+par+ses+ex.jpg;images/IMAGESPNG_100_100/Hante+par+ses+ex.png; 17 juin 2009 (1h40min);Mark Waters
